timestamp,date,hour,month,day_of_week,is_weekday,it_load_kw,cooling_power_kw,overhead_power_kw,total_facility_power_kw,pue,outside_temp_c,server_inlet_temp_c,humidity_pct,water_usage_litres,is_anomaly,wue,dcie_pct
2024-02-10 20:00:00,2024-02-10,20,2,Saturday,0,783.57,300.14,55.96,1139.68,1.4545,3.37,17.17,47.84,280.98,0,0.3586,68.75
2024-02-10 21:00:00,2024-02-10,21,2,Saturday,0,772.76,265.2,61.64,1099.6,1.423,1.63,16.94,38.29,245.17,0,0.3173,70.27
2024-02-10 22:00:00,2024-02-10,22,2,Saturday,0,730.99,226.64,54.79,1012.42,1.385,0.25,18.1,42.4,185.9,0,0.2543,72.2
2024-02-10 23:00:00,2024-02-10,23,2,Saturday,0,758.57,326.96,54.31,1139.84,1.5026,3.05,17.32,48.8,274.75,0,0.3622,66.55
2024-02-11 00:00:00,2024-02-11,0,2,Sunday,0,759.89,317.75,67.55,1145.19,1.507,3.64,17.39,43.79,266.68,0,0.3509,66.36
2024-02-11 01:00:00,2024-02-11,1,2,Sunday,0,725.25,257.77,69.04,1052.06,1.4506,3.97,18.92,40.33,205.43,0,0.2833,68.94
2024-02-11 02:00:00,2024-02-11,2,2,Sunday,0,805.1,308.37,57.04,1170.51,1.4539,2.93,19.81,47.25,259.55,0,0.3224,68.78
2024-02-11 03:00:00,2024-02-11,3,2,Sunday,0,786.32,286.42,65.34,1138.07,1.4473,1.65,17.36,32.29,197.86,0,0.2516,69.09
2024-02-11 04:00:00,2024-02-11,4,2,Sunday,0,753.37,287.29,61.78,1102.44,1.4633,3.64,18.46,50.66,269.33,0,0.3575,68.34
2024-02-11 05:00:00,2024-02-11,5,2,Sunday,0,760.81,326.19,52.93,1139.92,1.4983,8.51,20.97,39.39,288.85,0,0.3797,66.74
2024-02-11 06:00:00,2024-02-11,6,2,Sunday,0,766.25,328.06,55.36,1149.67,1.5004,6.53,19.6,52.51,264.25,0,0.3449,66.65
2024-02-11 07:00:00,2024-02-11,7,2,Sunday,0,698.75,333.57,67.76,1100.08,1.5744,9.08,20.02,48.62,287.97,0,0.4121,63.52
2024-02-11 08:00:00,2024-02-11,8,2,Sunday,0,852.58,369.24,52.87,1274.69,1.4951,7.85,21.87,43.5,333.06,0,0.3906,66.89
2024-02-11 09:00:00,2024-02-11,9,2,Sunday,0,839.54,385.1,71.4,1296.04,1.5438,11.71,22.52,47.15,374.33,0,0.4459,64.78
2024-02-11 10:00:00,2024-02-11,10,2,Sunday,0,829.95,374.66,57.14,1261.75,1.5203,10.91,20.51,35.9,346.48,0,0.4175,65.78
2024-02-11 11:00:00,2024-02-11,11,2,Sunday,0,851.57,432.17,67.9,1351.64,1.5872,14.42,23.07,41.06,405.38,0,0.476,63.0
2024-02-11 12:00:00,2024-02-11,12,2,Sunday,0,913.93,441.52,58.47,1413.92,1.5471,14.05,22.71,42.52,404.41,0,0.4425,64.64
2024-02-11 13:00:00,2024-02-11,13,2,Sunday,0,879.23,399.89,64.0,1343.11,1.5276,11.34,20.52,46.77,394.47,0,0.4487,65.46
2024-02-11 14:00:00,2024-02-11,14,2,Sunday,0,842.86,386.9,66.98,1296.74,1.5385,11.58,21.12,44.81,379.01,0,0.4497,65.0
2024-02-11 15:00:00,2024-02-11,15,2,Sunday,0,877.18,393.38,66.95,1337.51,1.5248,9.93,19.07,43.49,369.42,0,0.4211,65.58
2024-02-11 16:00:00,2024-02-11,16,2,Sunday,0,901.98,363.62,57.08,1322.67,1.4664,7.16,20.85,42.65,303.02,0,0.3359,68.19
2024-02-11 17:00:00,2024-02-11,17,2,Sunday,0,887.74,383.77,55.71,1327.23,1.4951,7.08,20.14,44.04,332.72,0,0.3748,66.89
2024-02-11 18:00:00,2024-02-11,18,2,Sunday,0,861.79,343.28,59.59,1264.66,1.4675,7.9,19.05,44.86,304.26,0,0.3531,68.14
2024-02-11 19:00:00,2024-02-11,19,2,Sunday,0,740.59,305.83,53.5,1099.92,1.4852,6.86,20.13,48.57,313.25,0,0.423,67.33
2024-02-11 20:00:00,2024-02-11,20,2,Sunday,0,780.95,327.93,61.2,1170.07,1.4983,5.3,18.53,46.89,290.78,0,0.3723,66.74
2024-02-11 21:00:00,2024-02-11,21,2,Sunday,0,771.8,274.36,55.9,1102.06,1.4279,3.36,18.85,47.2,225.0,0,0.2915,70.03
2024-02-11 22:00:00,2024-02-11,22,2,Sunday,0,786.86,284.23,65.41,1136.5,1.4444,5.04,19.61,52.64,287.69,0,0.3656,69.23
2024-02-11 23:00:00,2024-02-11,23,2,Sunday,0,779.06,296.31,57.15,1132.52,1.4537,2.8,18.46,47.42,266.59,0,0.3422,68.79
2024-02-12 00:00:00,2024-02-12,0,2,Monday,1,941.49,326.84,51.29,1319.62,1.4016,3.91,19.7,45.57,297.2,0,0.3157,71.35
2024-02-12 01:00:00,2024-02-12,1,2,Monday,1,893.94,279.89,67.0,1240.83,1.388,-0.88,17.83,48.67,245.69,0,0.2748,72.05
2024-02-12 02:00:00,2024-02-12,2,2,Monday,1,949.52,310.07,60.92,1320.5,1.3907,-4.67,18.26,44.17,244.24,0,0.2572,71.91
2024-02-12 03:00:00,2024-02-12,3,2,Monday,1,915.93,352.74,60.15,1328.81,1.4508,4.53,19.82,45.02,295.42,0,0.3225,68.93
2024-02-12 04:00:00,2024-02-12,4,2,Monday,1,972.26,383.2,65.47,1420.93,1.4615,2.15,23.82,51.62,313.82,0,0.3228,68.42
2024-02-12 05:00:00,2024-02-12,5,2,Monday,1,889.32,333.42,64.36,1287.1,1.4473,5.78,21.46,45.88,303.33,0,0.3411,69.09
2024-02-12 06:00:00,2024-02-12,6,2,Monday,1,962.08,390.02,56.19,1408.28,1.4638,6.9,20.27,48.48,348.66,0,0.3624,68.32
2024-02-12 07:00:00,2024-02-12,7,2,Monday,1,915.94,424.32,57.75,1398.01,1.5263,11.97,21.35,51.25,362.98,0,0.3963,65.52
2024-02-12 08:00:00,2024-02-12,8,2,Monday,1,990.46,409.65,54.44,1454.54,1.4686,10.8,20.78,53.99,353.68,0,0.3571,68.09
2024-02-12 09:00:00,2024-02-12,9,2,Monday,1,995.48,459.99,52.68,1508.15,1.515,11.37,20.89,36.09,424.37,0,0.4263,66.01
2024-02-12 10:00:00,2024-02-12,10,2,Monday,1,1000.39,468.38,62.89,1531.67,1.5311,13.5,21.62,36.69,407.11,0,0.407,65.31
2024-02-12 11:00:00,2024-02-12,11,2,Monday,1,1022.72,430.3,61.96,1514.99,1.4813,13.07,21.12,39.37,383.45,0,0.3749,67.51
2024-02-12 12:00:00,2024-02-12,12,2,Monday,1,1025.69,450.91,63.8,1540.4,1.5018,11.58,19.54,36.34,408.94,0,0.3987,66.59
2024-02-12 13:00:00,2024-02-12,13,2,Monday,1,992.79,470.98,66.41,1530.17,1.5413,14.47,22.12,62.3,450.62,0,0.4539,64.88
2024-02-12 14:00:00,2024-02-12,14,2,Monday,1,1009.27,418.33,63.87,1491.47,1.4778,9.61,22.08,50.7,394.97,0,0.3913,67.67
2024-02-12 15:00:00,2024-02-12,15,2,Monday,1,1074.27,439.85,64.32,1578.44,1.4693,11.68,23.73,42.31,428.29,0,0.3987,68.06
2024-02-12 16:00:00,2024-02-12,16,2,Monday,1,1061.83,432.45,49.61,1543.88,1.454,6.9,22.18,45.63,386.39,0,0.3639,68.78
2024-02-12 17:00:00,2024-02-12,17,2,Monday,1,1023.09,475.92,58.47,1557.48,1.5223,9.2,21.62,40.94,446.43,0,0.4364,65.69
2024-02-12 18:00:00,2024-02-12,18,2,Monday,1,1011.14,409.25,64.82,1485.21,1.4688,7.89,20.2,38.9,351.68,0,0.3478,68.08
2024-02-12 19:00:00,2024-02-12,19,2,Monday,1,913.6,427.62,54.16,1395.38,1.5273,9.56,21.48,33.87,369.94,0,0.4049,65.48
2024-02-12 20:00:00,2024-02-12,20,2,Monday,1,928.41,324.86,60.46,1313.72,1.415,1.87,19.54,36.03,265.53,0,0.286,70.67
2024-02-12 21:00:00,2024-02-12,21,2,Monday,1,879.32,334.17,62.6,1276.09,1.4512,2.76,19.57,48.91,294.34,0,0.3347,68.91
2024-02-12 22:00:00,2024-02-12,22,2,Monday,1,902.28,369.75,62.21,1334.24,1.4787,4.82,21.57,42.16,336.19,0,0.3726,67.63
2024-02-12 23:00:00,2024-02-12,23,2,Monday,1,859.94,327.54,61.84,1249.33,1.4528,3.34,19.99,40.34,303.52,0,0.353,68.83
2024-02-13 00:00:00,2024-02-13,0,2,Tuesday,1,921.98,339.62,62.99,1324.59,1.4367,2.86,20.28,54.22,296.94,0,0.3221,69.6
2024-02-13 01:00:00,2024-02-13,1,2,Tuesday,1,929.42,345.88,60.9,1336.2,1.4377,0.76,20.26,46.97,319.52,0,0.3438,69.56
2024-02-13 02:00:00,2024-02-13,2,2,Tuesday,1,895.5,367.16,52.69,1315.35,1.4688,1.99,19.67,51.17,319.18,0,0.3564,68.08
2024-02-13 03:00:00,2024-02-13,3,2,Tuesday,1,957.22,392.67,62.53,1412.43,1.4756,6.45,19.22,41.57,345.12,0,0.3605,67.77
2024-02-13 04:00:00,2024-02-13,4,2,Tuesday,1,873.23,334.48,61.42,1269.13,1.4534,4.9,19.57,50.53,311.89,0,0.3572,68.8
2024-02-13 05:00:00,2024-02-13,5,2,Tuesday,1,866.07,354.98,52.75,1273.8,1.4708,6.96,19.46,47.87,349.9,0,0.404,67.99
2024-02-13 06:00:00,2024-02-13,6,2,Tuesday,1,916.73,429.41,66.9,1413.04,1.5414,7.27,22.24,37.99,351.29,0,0.3832,64.88
2024-02-13 07:00:00,2024-02-13,7,2,Tuesday,1,941.41,383.62,62.67,1387.7,1.4741,6.43,20.1,45.0,330.53,0,0.3511,67.84
2024-02-13 08:00:00,2024-02-13,8,2,Tuesday,1,1060.52,454.23,53.1,1567.85,1.4784,11.87,23.26,35.23,402.72,0,0.3797,67.64
2024-02-13 09:00:00,2024-02-13,9,2,Tuesday,1,996.23,422.12,55.91,1474.26,1.4798,12.04,22.1,43.74,394.98,0,0.3965,67.58
2024-02-13 10:00:00,2024-02-13,10,2,Tuesday,1,1042.36,459.84,57.18,1559.38,1.496,16.44,23.88,41.11,439.32,0,0.4215,66.84
2024-02-13 11:00:00,2024-02-13,11,2,Tuesday,1,1008.84,442.76,57.18,1508.78,1.4955,10.3,23.44,47.08,416.02,0,0.4124,66.87
2024-02-13 12:00:00,2024-02-13,12,2,Tuesday,1,1004.82,477.94,61.47,1544.23,1.5368,14.15,23.31,43.16,478.52,0,0.4762,65.07
2024-02-13 13:00:00,2024-02-13,13,2,Tuesday,1,1036.51,432.5,55.12,1524.12,1.4704,9.71,20.52,51.2,419.83,0,0.405,68.01
2024-02-13 14:00:00,2024-02-13,14,2,Tuesday,1,1029.57,457.21,65.64,1552.42,1.5078,12.14,21.72,43.72,443.93,0,0.4312,66.32
2024-02-13 15:00:00,2024-02-13,15,2,Tuesday,1,962.71,417.45,65.23,1445.38,1.5014,12.99,20.66,45.88,405.3,0,0.421,66.6
2024-02-13 16:00:00,2024-02-13,16,2,Tuesday,1,1054.3,418.51,63.1,1535.9,1.4568,5.86,21.49,47.02,345.83,0,0.328,68.64
2024-02-13 17:00:00,2024-02-13,17,2,Tuesday,1,1051.4,444.69,60.22,1556.32,1.4802,8.38,22.36,43.24,421.57,0,0.401,67.56
2024-02-13 18:00:00,2024-02-13,18,2,Tuesday,1,991.23,387.22,64.69,1443.14,1.4559,6.37,20.44,51.23,368.19,0,0.3714,68.69
2024-02-13 19:00:00,2024-02-13,19,2,Tuesday,1,921.87,394.88,58.62,1375.38,1.4919,4.8,21.51,49.41,274.69,0,0.298,67.03
2024-02-13 20:00:00,2024-02-13,20,2,Tuesday,1,924.82,353.11,56.38,1334.31,1.4428,5.77,19.42,46.85,354.1,0,0.3829,69.31
2024-02-13 21:00:00,2024-02-13,21,2,Tuesday,1,917.82,376.55,65.95,1360.32,1.4821,6.21,18.25,42.46,302.25,0,0.3293,67.47
2024-02-13 22:00:00,2024-02-13,22,2,Tuesday,1,893.49,352.91,61.59,1307.99,1.4639,2.9,20.29,39.24,280.17,0,0.3136,68.31
2024-02-13 23:00:00,2024-02-13,23,2,Tuesday,1,889.85,334.55,56.58,1280.98,1.4395,3.08,19.43,45.08,295.64,0,0.3322,69.47
2024-02-14 00:00:00,2024-02-14,0,2,Wednesday,1,909.23,336.29,57.91,1303.44,1.4336,2.73,19.87,44.38,260.99,0,0.287,69.75
2024-02-14 01:00:00,2024-02-14,1,2,Wednesday,1,945.18,323.63,56.32,1325.13,1.402,2.67,20.27,40.75,271.97,0,0.2877,71.33
2024-02-14 02:00:00,2024-02-14,2,2,Wednesday,1,926.31,359.28,70.11,1355.7,1.4636,0.99,19.97,43.52,270.17,0,0.2917,68.32
2024-02-14 03:00:00,2024-02-14,3,2,Wednesday,1,898.88,360.66,60.02,1319.56,1.468,6.18,19.01,38.94,333.24,0,0.3707,68.12
2024-02-14 04:00:00,2024-02-14,4,2,Wednesday,1,933.15,382.07,60.79,1376.01,1.4746,5.59,20.06,53.06,329.13,0,0.3527,67.82
2024-02-14 05:00:00,2024-02-14,5,2,Wednesday,1,824.54,358.01,63.61,1246.16,1.5113,7.0,21.59,49.92,312.76,0,0.3793,66.17
2024-02-14 06:00:00,2024-02-14,6,2,Wednesday,1,944.46,365.09,53.92,1363.48,1.4437,5.89,20.75,38.63,336.06,0,0.3558,69.27
2024-02-14 07:00:00,2024-02-14,7,2,Wednesday,1,857.81,359.29,65.48,1282.58,1.4952,7.88,21.36,46.28,318.78,0,0.3716,66.88
2024-02-14 08:00:00,2024-02-14,8,2,Wednesday,1,999.13,453.57,56.96,1509.65,1.511,9.65,21.6,35.01,431.56,0,0.4319,66.18
2024-02-14 09:00:00,2024-02-14,9,2,Wednesday,1,976.41,383.14,69.15,1428.7,1.4632,7.97,21.41,43.41,332.28,0,0.3403,68.34
2024-02-14 10:00:00,2024-02-14,10,2,Wednesday,1,971.16,450.1,58.44,1479.69,1.5236,8.45,22.98,43.94,385.12,0,0.3966,65.63
2024-02-14 11:00:00,2024-02-14,11,2,Wednesday,1,1044.82,439.82,65.19,1549.83,1.4833,11.13,20.27,41.13,410.78,0,0.3932,67.42
2024-02-14 12:00:00,2024-02-14,12,2,Wednesday,1,995.97,433.36,47.52,1476.84,1.4828,13.55,21.98,40.77,422.3,0,0.424,67.44
2024-02-14 13:00:00,2024-02-14,13,2,Wednesday,1,1020.4,447.97,54.12,1522.49,1.4921,11.02,22.17,46.16,411.84,0,0.4036,67.02
2024-02-14 14:00:00,2024-02-14,14,2,Wednesday,1,1008.59,475.51,58.53,1542.64,1.5295,9.79,21.35,42.62,419.04,0,0.4155,65.38
2024-02-14 15:00:00,2024-02-14,15,2,Wednesday,1,1024.31,395.54,49.85,1469.7,1.4348,9.41,19.76,48.0,342.58,0,0.3344,69.7
2024-02-14 16:00:00,2024-02-14,16,2,Wednesday,1,1012.3,424.2,63.0,1499.51,1.4813,9.09,23.54,51.66,388.27,0,0.3836,67.51
2024-02-14 17:00:00,2024-02-14,17,2,Wednesday,1,971.51,414.24,61.56,1447.32,1.4898,8.09,21.47,46.72,374.77,0,0.3858,67.12
2024-02-14 18:00:00,2024-02-14,18,2,Wednesday,1,1039.89,459.28,55.05,1554.22,1.4946,11.83,23.46,51.78,421.8,0,0.4056,66.91
2024-02-14 19:00:00,2024-02-14,19,2,Wednesday,1,895.19,387.48,59.92,1342.58,1.4998,8.32,21.5,41.22,385.72,0,0.4309,66.68
2024-02-14 20:00:00,2024-02-14,20,2,Wednesday,1,863.3,344.19,64.03,1271.53,1.4729,7.05,19.95,44.98,296.9,0,0.3439,67.89
2024-02-14 21:00:00,2024-02-14,21,2,Wednesday,1,897.16,352.42,49.48,1299.06,1.448,6.3,19.05,50.52,354.26,0,0.3949,69.06
2024-02-14 22:00:00,2024-02-14,22,2,Wednesday,1,955.02,340.67,53.63,1349.32,1.4129,1.17,20.48,43.94,272.66,0,0.2855,70.78
2024-02-14 23:00:00,2024-02-14,23,2,Wednesday,1,935.51,306.63,58.32,1300.47,1.3901,0.23,19.16,46.42,268.63,0,0.2871,71.94
2024-02-15 00:00:00,2024-02-15,0,2,Thursday,1,899.54,316.24,60.12,1275.89,1.4184,0.29,19.5,39.91,261.15,0,0.2903,70.5
2024-02-15 01:00:00,2024-02-15,1,2,Thursday,1,899.52,349.77,59.71,1309.0,1.4552,5.34,20.28,53.38,331.49,0,0.3685,68.72
2024-02-15 02:00:00,2024-02-15,2,2,Thursday,1,900.35,322.33,64.45,1287.12,1.4296,2.08,19.82,41.21,310.79,0,0.3452,69.95
2024-02-15 03:00:00,2024-02-15,3,2,Thursday,1,972.3,358.41,62.39,1393.1,1.4328,1.46,20.73,45.95,299.81,0,0.3084,69.79
2024-02-15 04:00:00,2024-02-15,4,2,Thursday,1,921.46,319.2,63.48,1304.14,1.4153,4.14,18.49,41.52,260.01,0,0.2822,70.66
2024-02-15 05:00:00,2024-02-15,5,2,Thursday,1,922.9,364.26,53.05,1340.22,1.4522,5.73,21.0,38.83,289.13,0,0.3133,68.86
2024-02-15 06:00:00,2024-02-15,6,2,Thursday,1,940.91,439.96,60.72,1441.59,1.5321,8.04,22.55,47.11,382.86,0,0.4069,65.27
2024-02-15 07:00:00,2024-02-15,7,2,Thursday,1,917.16,373.65,58.46,1349.28,1.4711,9.3,20.69,53.69,369.82,0,0.4032,67.98
2024-02-15 08:00:00,2024-02-15,8,2,Thursday,1,1002.23,443.24,67.31,1512.78,1.5094,8.34,22.48,41.14,422.41,0,0.4215,66.25
2024-02-15 09:00:00,2024-02-15,9,2,Thursday,1,1004.11,451.79,60.87,1516.77,1.5106,12.41,23.49,39.73,447.98,0,0.4461,66.2
2024-02-15 10:00:00,2024-02-15,10,2,Thursday,1,1007.85,425.1,56.65,1489.61,1.478,10.55,22.36,42.06,389.6,0,0.3866,67.66
2024-02-15 11:00:00,2024-02-15,11,2,Thursday,1,1008.88,422.83,64.26,1495.98,1.4828,12.02,20.32,43.19,419.66,0,0.416,67.44
2024-02-15 12:00:00,2024-02-15,12,2,Thursday,1,1031.83,474.92,62.82,1569.57,1.5212,13.87,21.97,47.02,459.92,0,0.4457,65.74
2024-02-15 13:00:00,2024-02-15,13,2,Thursday,1,1011.56,471.48,55.89,1538.93,1.5213,11.05,22.25,35.41,416.12,0,0.4114,65.73
2024-02-15 14:00:00,2024-02-15,14,2,Thursday,1,1031.98,438.94,58.26,1529.18,1.4818,10.69,21.2,50.63,396.41,0,0.3841,67.49
2024-02-15 15:00:00,2024-02-15,15,2,Thursday,1,1007.58,448.78,58.34,1514.71,1.5033,12.22,20.6,51.91,457.19,0,0.4538,66.52
2024-02-15 16:00:00,2024-02-15,16,2,Thursday,1,1012.36,440.81,66.14,1519.31,1.5008,8.28,22.77,46.87,365.66,0,0.3612,66.63
2024-02-15 17:00:00,2024-02-15,17,2,Thursday,1,950.05,403.53,61.02,1414.6,1.489,8.02,20.29,39.49,383.95,0,0.4041,67.16
2024-02-15 18:00:00,2024-02-15,18,2,Thursday,1,1037.49,400.57,63.63,1501.69,1.4474,8.61,22.25,50.43,342.9,0,0.3305,69.09
2024-02-15 19:00:00,2024-02-15,19,2,Thursday,1,920.39,406.63,57.53,1384.56,1.5043,10.31,19.53,42.61,379.72,0,0.4126,66.48
2024-02-15 20:00:00,2024-02-15,20,2,Thursday,1,939.94,408.91,61.67,1410.52,1.5007,6.21,21.97,45.86,390.8,0,0.4158,66.64
2024-02-15 21:00:00,2024-02-15,21,2,Thursday,1,823.11,326.63,66.52,1216.26,1.4776,4.91,20.4,44.75,295.82,0,0.3594,67.68
2024-02-15 22:00:00,2024-02-15,22,2,Thursday,1,972.65,319.45,58.19,1350.3,1.3883,4.23,19.63,38.98,276.27,0,0.284,72.03
2024-02-15 23:00:00,2024-02-15,23,2,Thursday,1,905.81,328.99,60.58,1295.38,1.4301,0.52,19.34,54.73,261.99,0,0.2892,69.93
2024-02-16 00:00:00,2024-02-16,0,2,Friday,1,943.25,348.02,53.18,1344.45,1.4253,2.73,19.96,38.41,319.41,0,0.3386,70.16
2024-02-16 01:00:00,2024-02-16,1,2,Friday,1,878.8,291.89,56.17,1226.86,1.3961,2.61,18.87,45.06,261.64,0,0.2977,71.63
2024-02-16 02:00:00,2024-02-16,2,2,Friday,1,928.38,321.85,58.33,1308.57,1.4095,3.81,19.91,45.74,300.06,0,0.3232,70.95
2024-02-16 03:00:00,2024-02-16,3,2,Friday,1,878.4,360.52,54.7,1293.61,1.4727,4.2,20.04,45.29,330.11,0,0.3758,67.9
2024-02-16 04:00:00,2024-02-16,4,2,Friday,1,891.29,343.38,66.61,1301.27,1.46,5.76,19.85,46.22,321.72,0,0.361,68.49
2024-02-16 05:00:00,2024-02-16,5,2,Friday,1,967.42,365.11,55.81,1388.34,1.4351,5.58,20.65,45.04,326.29,0,0.3373,69.68
2024-02-16 06:00:00,2024-02-16,6,2,Friday,1,904.28,376.72,63.93,1344.94,1.4873,7.62,20.57,46.96,326.0,0,0.3605,67.24
2024-02-16 07:00:00,2024-02-16,7,2,Friday,1,916.52,358.61,60.93,1336.06,1.4578,6.34,19.3,40.03,328.48,0,0.3584,68.6
2024-02-16 08:00:00,2024-02-16,8,2,Friday,1,1036.1,439.52,60.15,1535.77,1.4823,9.36,21.02,39.11,393.62,0,0.3799,67.46
2024-02-16 09:00:00,2024-02-16,9,2,Friday,1,1024.87,465.19,67.43,1557.49,1.5197,13.82,22.24,50.57,408.52,0,0.3986,65.8
2024-02-16 10:00:00,2024-02-16,10,2,Friday,1,1014.51,430.82,48.7,1494.03,1.4727,12.47,19.9,47.38,439.7,0,0.4334,67.9
2024-02-16 11:00:00,2024-02-16,11,2,Friday,1,1020.95,445.41,59.02,1525.38,1.4941,12.29,21.78,44.21,396.66,0,0.3885,66.93
2024-02-16 12:00:00,2024-02-16,12,2,Friday,1,1082.1,517.93,54.6,1654.63,1.5291,16.29,23.54,51.58,488.45,0,0.4514,65.4
2024-02-16 13:00:00,2024-02-16,13,2,Friday,1,1008.27,430.6,50.19,1489.06,1.4768,9.61,21.53,47.62,374.17,0,0.3711,67.71
2024-02-16 14:00:00,2024-02-16,14,2,Friday,1,1016.03,430.86,54.03,1500.92,1.4772,9.61,22.09,48.65,376.59,0,0.3706,67.7
2024-02-16 15:00:00,2024-02-16,15,2,Friday,1,1041.52,518.97,60.09,1620.57,1.556,14.46,23.6,52.43,467.35,0,0.4487,64.27
2024-02-16 16:00:00,2024-02-16,16,2,Friday,1,1043.17,460.46,56.37,1560.0,1.4955,10.09,23.08,45.68,409.87,0,0.3929,66.87
2024-02-16 17:00:00,2024-02-16,17,2,Friday,1,1045.61,449.48,64.48,1559.58,1.4915,8.31,22.16,43.12,405.64,0,0.3879,67.05
2024-02-16 18:00:00,2024-02-16,18,2,Friday,1,1029.16,397.7,58.93,1485.79,1.4437,5.1,22.9,42.9,349.68,0,0.3398,69.27
2024-02-16 19:00:00,2024-02-16,19,2,Friday,1,875.71,367.71,58.38,1301.8,1.4866,7.1,20.4,34.48,346.19,0,0.3953,67.27
2024-02-16 20:00:00,2024-02-16,20,2,Friday,1,959.0,375.74,58.4,1393.14,1.4527,6.09,21.29,39.8,322.69,0,0.3365,68.84
2024-02-16 21:00:00,2024-02-16,21,2,Friday,1,875.61,336.22,59.51,1271.34,1.4519,1.78,19.55,48.77,226.05,0,0.2582,68.88
2024-02-16 22:00:00,2024-02-16,22,2,Friday,1,919.08,342.58,57.91,1319.57,1.4358,2.89,19.9,40.91,309.91,0,0.3372,69.65
2024-02-16 23:00:00,2024-02-16,23,2,Friday,1,887.37,331.02,55.74,1274.14,1.4359,2.0,18.69,42.94,293.19,0,0.3304,69.64
2024-02-17 00:00:00,2024-02-17,0,2,Saturday,0,758.08,292.63,64.95,1115.66,1.4717,3.01,18.77,48.59,236.67,0,0.3122,67.95
2024-02-17 01:00:00,2024-02-17,1,2,Saturday,0,769.86,272.54,56.88,1099.29,1.4279,0.43,17.64,45.67,236.3,0,0.3069,70.03
2024-02-17 02:00:00,2024-02-17,2,2,Saturday,0,769.64,373.53,58.08,1201.25,1.5608,5.67,21.63,45.95,331.56,0,0.4308,64.07
2024-02-17 03:00:00,2024-02-17,3,2,Saturday,0,772.66,303.47,62.15,1138.27,1.4732,5.8,19.27,51.75,276.49,0,0.3578,67.88
2024-02-17 04:00:00,2024-02-17,4,2,Saturday,0,808.41,303.62,61.59,1173.62,1.4518,4.27,19.66,48.73,271.27,0,0.3356,68.88
2024-02-17 05:00:00,2024-02-17,5,2,Saturday,0,773.61,330.83,55.53,1159.97,1.4994,5.77,17.88,34.6,273.52,0,0.3536,66.69
2024-02-17 06:00:00,2024-02-17,6,2,Saturday,0,752.68,309.35,63.77,1125.8,1.4957,7.23,17.58,53.06,271.17,0,0.3603,66.86
2024-02-17 07:00:00,2024-02-17,7,2,Saturday,0,788.92,328.19,62.69,1179.81,1.4955,7.24,19.26,43.43,306.92,0,0.389,66.87
2024-02-17 08:00:00,2024-02-17,8,2,Saturday,0,895.68,364.67,60.89,1321.24,1.4751,9.11,18.89,48.18,336.1,0,0.3752,67.79
2024-02-17 09:00:00,2024-02-17,9,2,Saturday,0,823.17,381.9,57.84,1262.92,1.5342,10.49,17.83,46.0,357.44,0,0.4342,65.18
2024-02-17 10:00:00,2024-02-17,10,2,Saturday,0,877.92,437.8,57.97,1373.69,1.5647,15.06,22.57,40.9,446.3,0,0.5084,63.91
2024-02-17 11:00:00,2024-02-17,11,2,Saturday,0,881.04,415.84,58.99,1355.87,1.5389,14.22,21.65,47.12,351.28,0,0.3987,64.98
2024-02-17 12:00:00,2024-02-17,12,2,Saturday,0,851.07,427.13,53.84,1332.04,1.5651,14.37,20.76,42.0,437.09,0,0.5136,63.89
2024-02-17 13:00:00,2024-02-17,13,2,Saturday,0,901.27,382.84,59.8,1343.91,1.4911,13.07,20.79,43.13,373.43,0,0.4143,67.06
2024-02-17 14:00:00,2024-02-17,14,2,Saturday,0,855.5,362.05,64.46,1282.01,1.4986,9.6,22.09,48.62,336.66,0,0.3935,66.73
2024-02-17 15:00:00,2024-02-17,15,2,Saturday,0,863.77,386.54,64.38,1314.69,1.522,10.95,19.82,41.26,370.74,0,0.4292,65.7
2024-02-17 16:00:00,2024-02-17,16,2,Saturday,0,854.81,371.26,58.1,1284.17,1.5023,11.94,21.35,35.16,348.77,0,0.408,66.56
2024-02-17 17:00:00,2024-02-17,17,2,Saturday,0,860.47,316.41,65.32,1242.2,1.4436,6.28,18.89,40.72,262.8,0,0.3054,69.27
2024-02-17 18:00:00,2024-02-17,18,2,Saturday,0,827.11,353.52,69.53,1250.16,1.5115,8.77,19.47,51.32,339.68,0,0.4107,66.16
2024-02-17 19:00:00,2024-02-17,19,2,Saturday,0,716.8,351.57,58.42,1126.79,1.572,10.85,18.79,49.78,368.48,0,0.5141,63.61
2024-02-17 20:00:00,2024-02-17,20,2,Saturday,0,807.84,365.37,63.46,1236.67,1.5308,7.12,20.46,47.5,349.91,0,0.4331,65.33
2024-02-17 21:00:00,2024-02-17,21,2,Saturday,0,734.59,300.5,48.69,1083.78,1.4753,6.79,19.83,46.88,295.85,0,0.4027,67.78
2024-02-17 22:00:00,2024-02-17,22,2,Saturday,0,730.26,299.11,53.71,1083.07,1.4831,3.61,19.31,54.98,226.43,0,0.3101,67.43
2024-02-17 23:00:00,2024-02-17,23,2,Saturday,0,695.4,292.97,60.46,1048.82,1.5082,4.61,18.66,51.33,273.76,0,0.3937,66.3
2024-02-18 00:00:00,2024-02-18,0,2,Sunday,0,740.83,292.18,54.97,1087.97,1.4686,1.06,18.21,41.18,229.5,0,0.3098,68.09
